city,year,income,expend,gdp,gap,gap_to_gdp,income_growth,expend_growth,real_estate_inv,house_sales
上海,2007,2074.48,2181.68,13179.8,107.19999999999982,0.0081336590843563,0.3162359539868153,0.2150347800419922,1307.53,3694.96
上海,2006,1576.07,1795.57,10825.4,219.5,0.0202763870157222,,,1275.59,3025.4
乌鲁木齐,2024,371.3,465.52,4502.16,94.21999999999996,0.0209277324661939,0.0040833986857404,-0.0764408292828092,366.65,409.01
乌鲁木齐,2023,369.79,504.05,4168.0,134.26,0.0322120921305182,0.1746077123435614,0.1059306229019023,358.08,549.0
乌鲁木齐,2022,314.82,455.77,3893.22,140.95,0.0362039648414423,-0.1669885957717037,0.0862270311494555,311.95,449.43
乌鲁木齐,2021,377.93,419.59,3691.57,41.65999999999997,0.0112851713498592,-0.0374643439282803,-0.2184513941922625,537.77,764.16
乌鲁木齐,2020,392.64,536.87,3337.0,144.23000000000002,0.0432214563979622,-0.1689455191973923,-0.134471528986909,550.4,716.09
乌鲁木齐,2019,472.46,620.28,3413.0,147.82,0.0433108702021681,0.0309417823164876,-0.0598826899468012,544.13,657.42
乌鲁木齐,2018,458.28,659.79,3099.77,201.51,0.0650080489842794,0.143470233045561,0.4387674996729032,659.15,605.3
乌鲁木齐,2017,400.78,458.58,2743.82,57.80000000000001,0.021065521790788,0.0841561392593392,0.0982373790592967,422.74,606.94
乌鲁木齐,2016,369.67,417.56,2458.98,47.889999999999986,0.0194755549048792,0.0027124528711313,-0.0651502261227779,362.5,582.0
乌鲁木齐,2015,368.67,446.66,2631.64,77.99000000000001,0.029635512456111,0.082349832658094,0.103381833452731,366.87,524.96
乌鲁木齐,2014,340.62,404.81,2461.47,64.19,0.0260779127919495,0.128254388870487,0.1461211778029445,329.98,461.79
乌鲁木齐,2013,301.9,353.2,2202.85,51.30000000000001,0.0232880132555553,0.1979683345898972,0.1948579161028416,270.59,535.67
乌鲁木齐,2012,252.01,295.6,2004.1,43.59000000000003,0.021750411656105,0.0976523367742496,0.2394649670845738,220.69,371.61
乌鲁木齐,2011,229.59,238.49,1690.03,8.900000000000006,0.0052661787068868,0.5513886073383336,0.4942046237704403,194.29,465.84
乌鲁木齐,2010,147.99,159.61,1338.5,11.620000000000005,0.0086813597310422,0.3034172978685925,0.1921870331640276,143.03,444.61
乌鲁木齐,2009,113.54,133.88,1095.0,20.33999999999999,0.0185753424657534,0.1243810655575361,0.3475591343734272,113.3,537.27
乌鲁木齐,2008,100.98,99.35,1020.35,-1.6300000000000097,-0.0015974910569902,0.3751872531662807,0.4541861826697893,99.96,296.1
乌鲁木齐,2007,73.43,68.32,820.28,-5.110000000000014,-0.0062295801433656,0.2873422159887799,0.3793660407833634,81.8,498.69
乌鲁木齐,2006,57.04,49.53,654.3,-7.509999999999998,-0.0114779153293596,,,53.11,413.45
兰州,2024,251.91,547.64,3742.25,295.73,0.0790246509452869,-0.0133944307366937,0.0889207030939314,297.31,305.75
兰州,2023,255.33,502.92,3487.0,247.59,0.0710037281330656,0.1554439315775184,0.0082598235765838,401.54,335.75
兰州,2022,220.98,498.8,3343.5,277.82000000000005,0.0830925676686107,-0.2014599067683302,0.0293237582286056,486.45,282.23
兰州,2021,276.73,484.59,3231.29,207.85999999999996,0.0643272501075421,0.1197750171974265,-0.003393385982231,602.76,799.58
兰州,2020,247.13,486.24,2887.0,239.11,0.0828229996536196,0.0595978218925523,0.0647746682433318,553.77,846.48
兰州,2019,233.23,456.66,2837.0,223.43000000000004,0.078755727881565,-0.0793068056213485,-0.0192852847693496,550.67,718.44
兰州,2018,253.32,465.64,2732.94,212.32,0.0776892284499476,0.0816396242527754,0.0844978572759456,575.22,642.42
兰州,2017,234.2,429.36,2523.54,195.16000000000005,0.077335806050231,0.0868758121403379,0.0122595247076575,418.26,697.93
兰州,2016,215.48,424.16,2264.23,208.68000000000004,0.092163781947947,0.1635617473945676,0.2330232558139535,391.15,828.79
兰州,2015,185.19,344.0,2095.99,158.81,0.0757684912618858,0.2157158799973739,0.2281328097108175,320.56,628.12
兰州,2014,152.33,280.1,2000.94,127.77,0.0638549881555668,0.2235341365461849,0.1558141454155319,317.08,480.36
